"","Age","admission.department","flow"
"764",52,"Cardiology",1
"765",58,"Cardiology",1
"766",63,"Cardiology",1
"767",65,"Cardiology",1
"768",69,"Cardiology",1
"769",77,"Cardiology",1
"770",54,"Comprehensive internal medicine",1
"771",59,"Comprehensive internal medicine",1
"772",67,"Comprehensive internal medicine",1
"773",78,"Comprehensive internal medicine",1
"774",82,"Comprehensive internal medicine",2
"775",86,"Comprehensive internal medicine",1
"776",87,"Comprehensive internal medicine",1
"777",92,"Comprehensive internal medicine",1
"778",28,"Department of Critical Care Medicine",2
"779",39,"Department of Critical Care Medicine",1
"780",43,"Department of Critical Care Medicine",1
"781",46,"Department of Critical Care Medicine",1
"782",47,"Department of Critical Care Medicine",1
"783",48,"Department of Critical Care Medicine",1
"784",53,"Department of Critical Care Medicine",1
"785",54,"Department of Critical Care Medicine",1
"786",55,"Department of Critical Care Medicine",1
"787",56,"Department of Critical Care Medicine",2
"788",57,"Department of Critical Care Medicine",1
"789",58,"Department of Critical Care Medicine",2
"790",59,"Department of Critical Care Medicine",2
"791",60,"Department of Critical Care Medicine",2
"792",61,"Department of Critical Care Medicine",4
"793",62,"Department of Critical Care Medicine",2
"794",63,"Department of Critical Care Medicine",3
"795",64,"Department of Critical Care Medicine",1
"796",65,"Department of Critical Care Medicine",3
"797",67,"Department of Critical Care Medicine",1
"798",68,"Department of Critical Care Medicine",1
"799",69,"Department of Critical Care Medicine",1
"800",71,"Department of Critical Care Medicine",3
"801",72,"Department of Critical Care Medicine",2
"802",73,"Department of Critical Care Medicine",2
"803",74,"Department of Critical Care Medicine",5
"804",75,"Department of Critical Care Medicine",2
"805",76,"Department of Critical Care Medicine",4
"806",77,"Department of Critical Care Medicine",2
"807",78,"Department of Critical Care Medicine",2
"808",79,"Department of Critical Care Medicine",1
"809",80,"Department of Critical Care Medicine",2
"810",81,"Department of Critical Care Medicine",2
"811",82,"Department of Critical Care Medicine",1
"812",83,"Department of Critical Care Medicine",2
"813",84,"Department of Critical Care Medicine",2
"814",86,"Department of Critical Care Medicine",2
"815",89,"Department of Critical Care Medicine",1
"816",63,"Department of Infectious Diseases",1
"817",65,"Department of Infectious Diseases",1
"818",69,"Department of Infectious Diseases",1
"819",78,"Department of Infectious Diseases",1
"820",79,"Department of Infectious Diseases",1
"821",80,"Department of Infectious Diseases",1
"822",86,"Department of Infectious Diseases",1
"823",57,"Department of Traditional Chinese Medicine",1
"824",64,"Department of Traditional Chinese Medicine",1
"825",62,"Emergency Surgery",1
"826",70,"Emergency Surgery",2
"827",72,"Emergency Surgery",1
"828",73,"Emergency Surgery",1
"829",83,"Emergency Surgery",1
"830",55,"Endocrinology Department",1
"831",62,"Gastroenterology",1
"832",70,"Gastroenterology",1
"833",77,"Gastroenterology",1
"834",85,"Gastroenterology",1
"835",71,"Gastroenterology Surgery",1
"836",79,"Gastroenterology Surgery",1
"837",77,"Gastroenterology Surgery II",1
"838",68,"Gynecology",1
"839",77,"Haematology",1
"840",61,"Nephropathy Department",1
"841",81,"Nephropathy Department",1
"842",60,"Neurology",1
"843",72,"Neurology",1
"844",61,"orthopedics",1
"845",67,"orthopedics",1
"846",70,"orthopedics",1
"847",76,"orthopedics",1
"848",80,"orthopedics",1
"849",88,"orthopedics",1
"850",68,"Pancreatic Surgery",1
"851",74,"Pancreatic Surgery",1
"852",70,"Respiratory and Critical Care Medicine",1
"853",59,"Respiratory Medicine",1
"854",75,"Respiratory Medicine",1
"855",53,"Rheumatism and Immunology Department",1
"856",65,"Rheumatism and Immunology Department",1
"857",59,"Thoracic Surgery",1
"858",53,"Urology",1
"859",59,"Urology",1
"860",63,"Urology",1
"861",65,"Urology",1
"862",70,"Urology",1
"863",73,"Urology",1
"864",72,"V4 Surgery Comprehensive Ward",1
"865",28,"Vascular Surgery",1
"866",64,"Vascular Surgery",1
"867",68,"Vascular Surgery",1
"868",52,"Cardiac Large Vascular Surgery",1
"869",64,"Cardiac Large Vascular Surgery",1
"870",60,"Cardiology",1
"871",61,"Cardiology",1
"872",69,"Cardiology",2
"873",74,"Comprehensive internal medicine",1
"874",83,"Comprehensive internal medicine",1
"875",37,"Department of Infectious Diseases",1
"876",40,"Department of Infectious Diseases",1
"877",41,"Department of Infectious Diseases",1
"878",43,"Department of Infectious Diseases",2
"879",44,"Department of Infectious Diseases",1
"880",45,"Department of Infectious Diseases",2
"881",46,"Department of Infectious Diseases",4
"882",47,"Department of Infectious Diseases",3
"883",48,"Department of Infectious Diseases",6
"884",49,"Department of Infectious Diseases",6
"885",50,"Department of Infectious Diseases",4
"886",51,"Department of Infectious Diseases",12
"887",52,"Department of Infectious Diseases",7
"888",53,"Department of Infectious Diseases",5
"889",54,"Department of Infectious Diseases",12
"890",55,"Department of Infectious Diseases",7
"891",56,"Department of Infectious Diseases",6
"892",57,"Department of Infectious Diseases",5
"893",58,"Department of Infectious Diseases",10
"894",59,"Department of Infectious Diseases",10
"895",60,"Department of Infectious Diseases",16
"896",61,"Department of Infectious Diseases",14
"897",62,"Department of Infectious Diseases",19
"898",63,"Department of Infectious Diseases",13
"899",64,"Department of Infectious Diseases",18
"900",65,"Department of Infectious Diseases",12
"901",66,"Department of Infectious Diseases",17
"902",67,"Department of Infectious Diseases",13
"903",68,"Department of Infectious Diseases",15
"904",69,"Department of Infectious Diseases",15
"905",70,"Department of Infectious Diseases",19
"906",71,"Department of Infectious Diseases",9
"907",72,"Department of Infectious Diseases",13
"908",73,"Department of Infectious Diseases",15
"909",74,"Department of Infectious Diseases",13
"910",75,"Department of Infectious Diseases",11
"911",76,"Department of Infectious Diseases",14
"912",77,"Department of Infectious Diseases",9
"913",78,"Department of Infectious Diseases",12
"914",79,"Department of Infectious Diseases",10
"915",80,"Department of Infectious Diseases",8
"916",81,"Department of Infectious Diseases",6
"917",82,"Department of Infectious Diseases",2
"918",83,"Department of Infectious Diseases",2
"919",84,"Department of Infectious Diseases",2
"920",85,"Department of Infectious Diseases",3
"921",87,"Department of Infectious Diseases",1
"922",88,"Department of Infectious Diseases",1
"923",62,"Digestive Oncology Surgery",1
"924",63,"Emergency Surgery",1
"925",64,"Emergency Surgery",1
"926",88,"Emergency Surgery",1
"927",58,"Endocrinology Department",1
"928",69,"Gastroenterology Surgery",1
"929",80,"Hand surgery",1
"930",65,"Hepatobiliary Surgery",1
"931",75,"Neurology",1
"932",69,"Neurosurgery",1
"933",77,"orthopedics",1
"934",67,"Respiratory Medicine",1
"935",77,"Respiratory Medicine",1
"936",54,"Urology",1
"937",53,"Department of L6 Lymphoma",1
"938",62,"Department of L6 Lymphoma",1
"939",63,"Department of L6 Lymphoma",1
"940",66,"Department of L6 Lymphoma",3
"941",67,"Department of L6 Lymphoma",3
"942",70,"Department of L6 Lymphoma",1
"943",71,"Department of L6 Lymphoma",7
"944",73,"Department of L6 Lymphoma",3
"945",75,"Department of L6 Lymphoma",2
"946",76,"Department of L6 Lymphoma",1
"947",78,"Department of L6 Lymphoma",1
"948",82,"Department of L6 Lymphoma",1
"949",73,"dermatology",1
"950",61,"Department of osteo-soft tissue swelling and chemotherapy",1
"951",71,"Department of osteo-soft tissue swelling and chemotherapy",4
"952",47,"Department of Rehabilitation Medicine",2
"953",52,"Department of Rehabilitation Medicine",3
"954",53,"Department of Rehabilitation Medicine",4
"955",54,"Department of Rehabilitation Medicine",2
"956",55,"Department of Rehabilitation Medicine",1
"957",56,"Department of Rehabilitation Medicine",2
"958",59,"Department of Rehabilitation Medicine",1
"959",60,"Department of Rehabilitation Medicine",7
"960",61,"Department of Rehabilitation Medicine",1
"961",62,"Department of Rehabilitation Medicine",4
"962",64,"Department of Rehabilitation Medicine",2
"963",65,"Department of Rehabilitation Medicine",1
"964",67,"Department of Rehabilitation Medicine",1
"965",68,"Department of Rehabilitation Medicine",8
"966",71,"Department of Rehabilitation Medicine",3
"967",72,"Department of Rehabilitation Medicine",1
"968",73,"Department of Rehabilitation Medicine",8
"969",74,"Department of Rehabilitation Medicine",1
"970",75,"Department of Rehabilitation Medicine",1
"971",78,"Department of Rehabilitation Medicine",1
"972",79,"Department of Rehabilitation Medicine",1
"973",72,"Neurology",1
"974",80,"Neurology",1
"975",61,"orthopedics",1
"976",62,"Cardiology",1
"977",71,"Cardiology",1
"978",79,"Cardiology",1
"979",81,"Cardiology",1
"980",78,"Department of Infectious Diseases",1
"981",26,"Department of Traditional Chinese Medicine",1
"982",34,"Department of Traditional Chinese Medicine",5
"983",35,"Department of Traditional Chinese Medicine",2
"984",36,"Department of Traditional Chinese Medicine",1
"985",40,"Department of Traditional Chinese Medicine",2
"986",41,"Department of Traditional Chinese Medicine",1
"987",42,"Department of Traditional Chinese Medicine",1
"988",44,"Department of Traditional Chinese Medicine",6
"989",45,"Department of Traditional Chinese Medicine",7
"990",46,"Department of Traditional Chinese Medicine",5
"991",47,"Department of Traditional Chinese Medicine",5
"992",48,"Department of Traditional Chinese Medicine",5
"993",49,"Department of Traditional Chinese Medicine",7
"994",50,"Department of Traditional Chinese Medicine",5
"995",51,"Department of Traditional Chinese Medicine",6
"996",52,"Department of Traditional Chinese Medicine",9
"997",53,"Department of Traditional Chinese Medicine",17
"998",54,"Department of Traditional Chinese Medicine",15
"999",55,"Department of Traditional Chinese Medicine",22
"1000",56,"Department of Traditional Chinese Medicine",21
"1001",57,"Department of Traditional Chinese Medicine",18
"1002",58,"Department of Traditional Chinese Medicine",21
"1003",59,"Department of Traditional Chinese Medicine",34
"1004",60,"Department of Traditional Chinese Medicine",28
"1005",61,"Department of Traditional Chinese Medicine",28
"1006",62,"Department of Traditional Chinese Medicine",34
"1007",63,"Department of Traditional Chinese Medicine",45
"1008",64,"Department of Traditional Chinese Medicine",31
"1009",65,"Department of Traditional Chinese Medicine",43
"1010",66,"Department of Traditional Chinese Medicine",28
"1011",67,"Department of Traditional Chinese Medicine",28
"1012",68,"Department of Traditional Chinese Medicine",35
"1013",69,"Department of Traditional Chinese Medicine",38
"1014",70,"Department of Traditional Chinese Medicine",42
"1015",71,"Department of Traditional Chinese Medicine",52
"1016",72,"Department of Traditional Chinese Medicine",35
"1017",73,"Department of Traditional Chinese Medicine",50
"1018",74,"Department of Traditional Chinese Medicine",26
"1019",75,"Department of Traditional Chinese Medicine",27
"1020",76,"Department of Traditional Chinese Medicine",38
"1021",77,"Department of Traditional Chinese Medicine",38
"1022",78,"Department of Traditional Chinese Medicine",37
"1023",79,"Department of Traditional Chinese Medicine",36
"1024",80,"Department of Traditional Chinese Medicine",38
"1025",81,"Department of Traditional Chinese Medicine",37
"1026",82,"Department of Traditional Chinese Medicine",28
"1027",83,"Department of Traditional Chinese Medicine",32
"1028",84,"Department of Traditional Chinese Medicine",16
"1029",85,"Department of Traditional Chinese Medicine",15
"1030",86,"Department of Traditional Chinese Medicine",18
"1031",87,"Department of Traditional Chinese Medicine",11
"1032",88,"Department of Traditional Chinese Medicine",5
"1033",89,"Department of Traditional Chinese Medicine",5
"1034",90,"Department of Traditional Chinese Medicine",12
"1035",91,"Department of Traditional Chinese Medicine",2
"1036",92,"Department of Traditional Chinese Medicine",9
"1037",93,"Department of Traditional Chinese Medicine",8
"1038",95,"Department of Traditional Chinese Medicine",2
"1039",96,"Department of Traditional Chinese Medicine",1
"1040",97,"Department of Traditional Chinese Medicine",2
"1041",87,"Gastroenterology",1
"1042",73,"Gastroenterology Surgery II",1
"1043",70,"Haematology",1
"1044",71,"Hand surgery",1
"1045",67,"Hepatobiliary Surgery",1
"1046",69,"M2 Gynecological Oncology DepartmentⅠ",1
"1047",72,"Nephropathy Department",1
"1048",60,"orthopedics",1
"1049",81,"orthopedics",1
"1050",87,"orthopedics",1
"1051",78,"Respiratory Medicine",1
"1052",85,"Urology",1
"1053",68,"Z14 Chest Oncology Department II",1
"1054",72,"Z9 Abdominal Oncology Department",1
"1055",85,"Z9 Abdominal Oncology Department",1
"1056",64,"Cardiac Large Vascular Surgery",1
"1057",54,"Cardiology",1
"1058",59,"Cardiology",1
"1059",60,"Cardiology",1
"1060",69,"Cardiology",1
"1061",74,"Cardiology",1
"1062",52,"Comprehensive internal medicine",1
"1063",36,"dermatology",2
"1064",42,"dermatology",1
"1065",46,"dermatology",1
"1066",47,"dermatology",1
"1067",49,"dermatology",5
"1068",51,"dermatology",1
"1069",52,"dermatology",3
"1070",53,"dermatology",4
"1071",54,"dermatology",6
"1072",55,"dermatology",8
"1073",56,"dermatology",3
"1074",57,"dermatology",5
"1075",58,"dermatology",7
"1076",59,"dermatology",4
"1077",60,"dermatology",7
"1078",61,"dermatology",8
"1079",62,"dermatology",14
"1080",63,"dermatology",8
"1081",64,"dermatology",14
"1082",65,"dermatology",12
"1083",66,"dermatology",9
"1084",67,"dermatology",14
"1085",68,"dermatology",7
"1086",69,"dermatology",15
"1087",70,"dermatology",13
"1088",71,"dermatology",13
"1089",72,"dermatology",8
"1090",73,"dermatology",11
"1091",74,"dermatology",13
"1092",75,"dermatology",11
"1093",76,"dermatology",8
"1094",77,"dermatology",8
"1095",78,"dermatology",5
"1096",79,"dermatology",12
"1097",80,"dermatology",9
"1098",81,"dermatology",10
"1099",82,"dermatology",10
"1100",83,"dermatology",8
"1101",84,"dermatology",4
"1102",85,"dermatology",6
"1103",86,"dermatology",6
"1104",87,"dermatology",2
"1105",88,"dermatology",2
"1106",89,"dermatology",2
"1107",90,"dermatology",1
"1108",92,"dermatology",1
"1109",93,"dermatology",1
"1110",82,"Gastroenterology",1
"1111",68,"Gynecology",1
"1112",47,"Respiratory Medicine",1
"1113",82,"Anorectal Surgery",1
"1114",30,"Digestive Oncology Surgery",1
"1115",53,"Digestive Oncology Surgery",1
"1116",57,"Digestive Oncology Surgery",6
"1117",59,"Digestive Oncology Surgery",1
"1118",62,"Digestive Oncology Surgery",2
"1119",63,"Digestive Oncology Surgery",1
"1120",68,"Digestive Oncology Surgery",3
"1121",77,"Digestive Oncology Surgery",1
"1122",82,"Digestive Oncology Surgery",1
"1123",86,"Digestive Oncology Surgery",1
"1124",73,"Gastroenterology",1
"1125",75,"Gastroenterology",1
"1126",76,"Gastroenterology",1
"1127",80,"Gastroenterology",1
"1128",62,"Gastroenterology Surgery",1
"1129",70,"Vascular Surgery",1
"1130",61,"Z10 Abdominal Oncology Department II",1
"1131",81,"Z9 Abdominal Oncology Department",1
"1132",85,"Emergency Internal Medicine",1
"1133",27,"Emergency Surgery",1
"1134",36,"Emergency Surgery",1
"1135",38,"Emergency Surgery",1
"1136",42,"Emergency Surgery",1
"1137",43,"Emergency Surgery",1
"1138",46,"Emergency Surgery",1
"1139",49,"Emergency Surgery",2
"1140",50,"Emergency Surgery",4
"1141",52,"Emergency Surgery",2
"1142",53,"Emergency Surgery",1
"1143",54,"Emergency Surgery",2
"1144",55,"Emergency Surgery",4
"1145",56,"Emergency Surgery",4
"1146",57,"Emergency Surgery",4
"1147",58,"Emergency Surgery",6
"1148",59,"Emergency Surgery",5
"1149",60,"Emergency Surgery",4
"1150",61,"Emergency Surgery",7
"1151",62,"Emergency Surgery",8
"1152",63,"Emergency Surgery",7
"1153",64,"Emergency Surgery",12
"1154",65,"Emergency Surgery",11
"1155",66,"Emergency Surgery",10
"1156",67,"Emergency Surgery",14
"1157",68,"Emergency Surgery",19
"1158",69,"Emergency Surgery",16
"1159",70,"Emergency Surgery",13
"1160",71,"Emergency Surgery",12
"1161",72,"Emergency Surgery",8
"1162",73,"Emergency Surgery",13
"1163",74,"Emergency Surgery",7
"1164",75,"Emergency Surgery",9
"1165",76,"Emergency Surgery",13
"1166",77,"Emergency Surgery",12
"1167",78,"Emergency Surgery",9
"1168",79,"Emergency Surgery",9
"1169",80,"Emergency Surgery",16
"1170",81,"Emergency Surgery",13
"1171",82,"Emergency Surgery",7
"1172",83,"Emergency Surgery",6
"1173",84,"Emergency Surgery",6
"1174",85,"Emergency Surgery",6
"1175",86,"Emergency Surgery",3
"1176",87,"Emergency Surgery",1
"1177",88,"Emergency Surgery",3
"1178",89,"Emergency Surgery",1
"1179",93,"Emergency Surgery",1
"1180",94,"Emergency Surgery",1
"1181",70,"Pancreatic Surgery",1
"1182",80,"Emergency Ward",1
"1183",54,"Cardiology",1
"1184",55,"Cardiology",1
"1185",60,"Cardiology",1
"1186",62,"Cardiology",1
"1187",63,"Cardiology",1
"1188",64,"Cardiology",1
"1189",69,"Cardiology",1
"1190",70,"Cardiology",1
"1191",84,"Cardiology",1
"1192",87,"Comprehensive internal medicine",1
"1193",34,"Endocrinology Department",1
"1194",35,"Endocrinology Department",1
"1195",36,"Endocrinology Department",3
"1196",37,"Endocrinology Department",1
"1197",38,"Endocrinology Department",1
"1198",39,"Endocrinology Department",5
"1199",40,"Endocrinology Department",4
"1200",41,"Endocrinology Department",7
"1201",42,"Endocrinology Department",9
"1202",43,"Endocrinology Department",3
"1203",44,"Endocrinology Department",10
"1204",45,"Endocrinology Department",7
"1205",46,"Endocrinology Department",8
"1206",47,"Endocrinology Department",13
"1207",48,"Endocrinology Department",13
"1208",49,"Endocrinology Department",16
"1209",50,"Endocrinology Department",21
"1210",51,"Endocrinology Department",31
"1211",52,"Endocrinology Department",32
"1212",53,"Endocrinology Department",33
"1213",54,"Endocrinology Department",32
"1214",55,"Endocrinology Department",44
"1215",56,"Endocrinology Department",46
"1216",57,"Endocrinology Department",53
"1217",58,"Endocrinology Department",29
"1218",59,"Endocrinology Department",50
"1219",60,"Endocrinology Department",44
"1220",61,"Endocrinology Department",56
"1221",62,"Endocrinology Department",43
"1222",63,"Endocrinology Department",43
"1223",64,"Endocrinology Department",47
"1224",65,"Endocrinology Department",59
"1225",66,"Endocrinology Department",32
"1226",67,"Endocrinology Department",44
"1227",68,"Endocrinology Department",43
"1228",69,"Endocrinology Department",55
"1229",70,"Endocrinology Department",46
"1230",71,"Endocrinology Department",39
"1231",72,"Endocrinology Department",32
"1232",73,"Endocrinology Department",25
"1233",74,"Endocrinology Department",36
"1234",75,"Endocrinology Department",20
"1235",76,"Endocrinology Department",28
"1236",77,"Endocrinology Department",24
"1237",78,"Endocrinology Department",13
"1238",79,"Endocrinology Department",14
"1239",80,"Endocrinology Department",11
"1240",81,"Endocrinology Department",13
"1241",82,"Endocrinology Department",16
"1242",83,"Endocrinology Department",10
"1243",84,"Endocrinology Department",4
"1244",85,"Endocrinology Department",7
"1245",86,"Endocrinology Department",2
"1246",87,"Endocrinology Department",4
"1247",89,"Endocrinology Department",3
"1248",53,"Gastroenterology",1
"1249",57,"Gastroenterology",1
"1250",64,"Gastroenterology",1
"1251",68,"Gastroenterology",1
"1252",77,"Gastroenterology",1
"1253",79,"Gastroenterology",1
"1254",31,"Nephropathy Department",1
"1255",61,"Nephropathy Department",1
"1256",66,"Nephropathy Department",1
"1257",54,"Neurology",1
"1258",51,"Neurosurgery",1
"1259",78,"Anorectal Surgery",1
"1260",51,"Cardiology",1
"1261",57,"Cardiology",1
"1262",59,"Cardiology",2
"1263",61,"Cardiology",1
"1264",70,"Cardiology",1
"1265",80,"Cardiology",1
"1266",81,"Cardiology",2
"1267",57,"Comprehensive internal medicine",1
"1268",68,"Comprehensive internal medicine",1
"1269",83,"Comprehensive internal medicine",1
"1270",56,"Comprehensive Surgery",1
"1271",64,"Department of Traditional Chinese Medicine",1
"1272",75,"Department of Traditional Chinese Medicine",1
"1273",58,"Digestive Oncology Surgery",1
"1274",71,"Digestive Oncology Surgery",1
"1275",76,"Digestive Oncology Surgery",1
"1276",52,"Emergency Surgery",1
"1277",56,"Emergency Surgery",1
"1278",84,"Emergency Surgery",1
"1279",66,"Emergency Ward",1
"1280",76,"Emergency Ward",1
"1281",29,"Gastroenterology",1
"1282",30,"Gastroenterology",2
"1283",35,"Gastroenterology",1
"1284",37,"Gastroenterology",2
"1285",39,"Gastroenterology",1
"1286",40,"Gastroenterology",6
"1287",41,"Gastroenterology",2
"1288",42,"Gastroenterology",2
"1289",43,"Gastroenterology",2
"1290",44,"Gastroenterology",2
"1291",45,"Gastroenterology",5
"1292",46,"Gastroenterology",3
"1293",47,"Gastroenterology",7
"1294",48,"Gastroenterology",14
"1295",49,"Gastroenterology",9
"1296",50,"Gastroenterology",10
"1297",51,"Gastroenterology",24
"1298",52,"Gastroenterology",20
"1299",53,"Gastroenterology",22
"1300",54,"Gastroenterology",30
"1301",55,"Gastroenterology",18
"1302",56,"Gastroenterology",25
"1303",57,"Gastroenterology",26
"1304",58,"Gastroenterology",29
"1305",59,"Gastroenterology",19
"1306",60,"Gastroenterology",29
"1307",61,"Gastroenterology",40
"1308",62,"Gastroenterology",39
"1309",63,"Gastroenterology",43
"1310",64,"Gastroenterology",52
"1311",65,"Gastroenterology",51
"1312",66,"Gastroenterology",44
"1313",67,"Gastroenterology",39
"1314",68,"Gastroenterology",36
"1315",69,"Gastroenterology",31
"1316",70,"Gastroenterology",41
"1317",71,"Gastroenterology",39
"1318",72,"Gastroenterology",42
"1319",73,"Gastroenterology",35
"1320",74,"Gastroenterology",43
"1321",75,"Gastroenterology",38
"1322",76,"Gastroenterology",44
"1323",77,"Gastroenterology",45
"1324",78,"Gastroenterology",31
"1325",79,"Gastroenterology",27
"1326",80,"Gastroenterology",19
"1327",81,"Gastroenterology",19
"1328",82,"Gastroenterology",22
"1329",83,"Gastroenterology",19
"1330",84,"Gastroenterology",18
"1331",85,"Gastroenterology",10
"1332",86,"Gastroenterology",10
"1333",87,"Gastroenterology",10
"1334",88,"Gastroenterology",6
"1335",89,"Gastroenterology",5
"1336",90,"Gastroenterology",2
"1337",95,"Gastroenterology",1
"1338",54,"Gastroenterology Surgery",1
"1339",63,"Gastroenterology Surgery",1
"1340",69,"Gastroenterology Surgery",1
"1341",76,"Gastroenterology Surgery",1
"1342",69,"Gastroenterology Surgery II",1
"1343",71,"Interventional Radiology",1
"1344",70,"Neurology",1
"1345",52,"Otolaryngology",1
"1346",83,"Pancreatic Surgery",1
"1347",53,"Urology",1
"1348",80,"V4 Surgery Comprehensive Ward",1
"1349",76,"Vascular Surgery",1
"1350",52,"Cardiology",1
"1351",53,"Cardiology",1
"1352",55,"Cardiology",1
"1353",57,"Cardiology",1
"1354",70,"Cardiology",1
"1355",72,"Cardiology",1
"1356",75,"Cardiology",1
"1357",76,"Cardiology",1
"1358",70,"Comprehensive internal medicine",1
"1359",71,"Comprehensive internal medicine",1
"1360",73,"Comprehensive internal medicine",1
"1361",87,"Comprehensive internal medicine",1
"1362",91,"Comprehensive internal medicine",1
"1363",64,"Department of Infectious Diseases",1
"1364",65,"Department of Infectious Diseases",1
"1365",67,"Department of Infectious Diseases",1
"1366",73,"Department of Infectious Diseases",3
"1367",50,"Department of Traditional Chinese Medicine",1
"1368",76,"Department of Traditional Chinese Medicine",1
"1369",88,"Department of Traditional Chinese Medicine",1
"1370",60,"Emergency Surgery",1
"1371",64,"Emergency Surgery",2
"1372",67,"Emergency Surgery",1
"1373",77,"Emergency Surgery",1
"1374",72,"Endocrinology Department",1
"1375",57,"Gastroenterology",1
"1376",62,"Gastroenterology",1
"1377",63,"Gastroenterology",1
"1378",64,"Gastroenterology",2
"1379",65,"Gastroenterology",2
"1380",66,"Gastroenterology",2
"1381",68,"Gastroenterology",1
"1382",69,"Gastroenterology",2
"1383",70,"Gastroenterology",1
"1384",71,"Gastroenterology",1
"1385",72,"Gastroenterology",1
"1386",74,"Gastroenterology",3
"1387",75,"Gastroenterology",1
"1388",76,"Gastroenterology",2
"1389",77,"Gastroenterology",2
"1390",79,"Gastroenterology",1
"1391",80,"Gastroenterology",1
"1392",82,"Gastroenterology",2
"1393",83,"Gastroenterology",1
"1394",84,"Gastroenterology",1
"1395",85,"Gastroenterology",1
"1396",88,"Gastroenterology",2
"1397",38,"Gastroenterology Surgery",1
"1398",50,"Gastroenterology Surgery",3
"1399",51,"Gastroenterology Surgery",3
"1400",52,"Gastroenterology Surgery",5
"1401",53,"Gastroenterology Surgery",10
"1402",54,"Gastroenterology Surgery",4
"1403",55,"Gastroenterology Surgery",7
"1404",56,"Gastroenterology Surgery",3
"1405",57,"Gastroenterology Surgery",2
"1406",58,"Gastroenterology Surgery",1
"1407",59,"Gastroenterology Surgery",10
"1408",60,"Gastroenterology Surgery",5
"1409",61,"Gastroenterology Surgery",7
"1410",62,"Gastroenterology Surgery",18
"1411",63,"Gastroenterology Surgery",12
"1412",64,"Gastroenterology Surgery",31
"1413",65,"Gastroenterology Surgery",22
"1414",66,"Gastroenterology Surgery",9
"1415",67,"Gastroenterology Surgery",14
"1416",68,"Gastroenterology Surgery",10
"1417",69,"Gastroenterology Surgery",18
"1418",70,"Gastroenterology Surgery",19
"1419",71,"Gastroenterology Surgery",18
"1420",72,"Gastroenterology Surgery",20
"1421",73,"Gastroenterology Surgery",15
"1422",74,"Gastroenterology Surgery",6
"1423",75,"Gastroenterology Surgery",8
"1424",76,"Gastroenterology Surgery",12
"1425",77,"Gastroenterology Surgery",12
"1426",78,"Gastroenterology Surgery",13
"1427",79,"Gastroenterology Surgery",8
"1428",80,"Gastroenterology Surgery",5
"1429",81,"Gastroenterology Surgery",6
"1430",82,"Gastroenterology Surgery",4
"1431",84,"Gastroenterology Surgery",3
"1432",85,"Gastroenterology Surgery",4
"1433",86,"Gastroenterology Surgery",2
"1434",87,"Gastroenterology Surgery",1
"1435",45,"Gynecology",1
"1436",76,"Haematology",1
"1437",55,"Hepatobiliary Surgery",1
"1438",70,"IV East Gastroenterology Surgery Anorectal Disease",1
"1439",63,"Urology",1
"1440",72,"Urology",1
"1441",77,"Urology",1
"1442",76,"Vascular Surgery",1
"1443",67,"Z10 Abdominal Oncology Department II",1
"1444",64,"Z11 Digestive Oncology Department I",1
"1445",72,"Z11 Digestive Oncology Department I",1
"1446",62,"Cardiac Large Vascular Surgery",1
"1447",49,"Cardiology",1
"1448",66,"Cardiology",1
"1449",70,"Cardiology",1
"1450",75,"Cardiology",1
"1451",80,"Cardiology",1
"1452",65,"Comprehensive internal medicine",1
"1453",66,"Comprehensive internal medicine",1
"1454",71,"Comprehensive internal medicine",1
"1455",85,"Comprehensive internal medicine",1
"1456",65,"Comprehensive Surgery",1
"1457",62,"Department of Infectious Diseases",1
"1458",64,"Department of Infectious Diseases",1
"1459",81,"Department of Infectious Diseases",1
"1460",64,"Department of Traditional Chinese Medicine",1
"1461",76,"Department of Traditional Chinese Medicine",1
"1462",73,"Emergency Surgery",1
"1463",82,"Emergency Surgery",1
"1464",45,"Endocrinology Department",1
"1465",55,"Gastroenterology",1
"1466",66,"Gastroenterology",1
"1467",72,"Gastroenterology",1
"1468",79,"Gastroenterology",1
"1469",64,"Gastroenterology Surgery",1
"1470",73,"Gastroenterology Surgery",1
"1471",91,"Gastroenterology Surgery",1
"1472",41,"Gastroenterology Surgery II",1
"1473",43,"Gastroenterology Surgery II",1
"1474",45,"Gastroenterology Surgery II",1
"1475",46,"Gastroenterology Surgery II",2
"1476",49,"Gastroenterology Surgery II",3
"1477",50,"Gastroenterology Surgery II",1
"1478",51,"Gastroenterology Surgery II",1
"1479",52,"Gastroenterology Surgery II",2
"1480",53,"Gastroenterology Surgery II",3
"1481",54,"Gastroenterology Surgery II",3
"1482",55,"Gastroenterology Surgery II",3
"1483",56,"Gastroenterology Surgery II",2
"1484",57,"Gastroenterology Surgery II",2
"1485",58,"Gastroenterology Surgery II",2
"1486",59,"Gastroenterology Surgery II",4
"1487",60,"Gastroenterology Surgery II",6
"1488",61,"Gastroenterology Surgery II",13
"1489",62,"Gastroenterology Surgery II",7
"1490",63,"Gastroenterology Surgery II",3
"1491",64,"Gastroenterology Surgery II",14
"1492",65,"Gastroenterology Surgery II",21
"1493",66,"Gastroenterology Surgery II",12
"1494",67,"Gastroenterology Surgery II",7
"1495",68,"Gastroenterology Surgery II",7
"1496",69,"Gastroenterology Surgery II",12
