"","Age","admission.department","flow"
"1205",49,"Department of L6 Lymphoma",1
"1206",50,"Department of L6 Lymphoma",24
"1207",51,"Department of L6 Lymphoma",3
"1208",52,"Department of L6 Lymphoma",50
"1209",53,"Department of L6 Lymphoma",14
"1210",54,"Department of L6 Lymphoma",34
"1211",55,"Department of L6 Lymphoma",31
"1212",56,"Department of L6 Lymphoma",21
"1213",57,"Department of L6 Lymphoma",21
"1214",58,"Department of L6 Lymphoma",20
"1215",59,"Department of L6 Lymphoma",14
"1216",60,"Department of L6 Lymphoma",9
"1217",61,"Department of L6 Lymphoma",2
"1218",62,"Department of L6 Lymphoma",20
"1219",63,"Department of L6 Lymphoma",11
"1220",64,"Department of L6 Lymphoma",14
"1221",65,"Department of L6 Lymphoma",19
"1222",66,"Department of L6 Lymphoma",11
"1223",67,"Department of L6 Lymphoma",4
"1224",68,"Department of L6 Lymphoma",2
"1225",69,"Department of L6 Lymphoma",15
"1226",70,"Department of L6 Lymphoma",7
"1227",71,"Department of L6 Lymphoma",14
"1228",72,"Department of L6 Lymphoma",1
"1229",73,"Department of L6 Lymphoma",1
"1230",74,"Department of L6 Lymphoma",13
"1231",75,"Department of L6 Lymphoma",6
"1232",76,"Department of L6 Lymphoma",1
"1233",78,"Department of L6 Lymphoma",1
"1234",73,"dermatology",1
"1235",16,"Gastroenterology",1
"1236",51,"L5 osteosoft tissue oncology department",1
"1237",44,"Z12 Chest Oncology DepartmentⅠ",1
"1238",55,"Z13 Chest Oncology Department I",1
"1239",65,"Z8 Head and Neck Oncology Department II",1
"1240",69,"Z8 Head and Neck Oncology Department II",1
"1241",49,"Department of osteo-soft tissue swelling and chemotherapy",1
"1242",56,"Department of osteo-soft tissue swelling and chemotherapy",1
"1243",58,"Department of osteo-soft tissue swelling and chemotherapy",1
"1244",61,"Department of osteo-soft tissue swelling and chemotherapy",1
"1245",71,"Department of osteo-soft tissue swelling and chemotherapy",1
"1246",72,"Department of osteo-soft tissue swelling and chemotherapy",1
"1247",3,"Department of Rehabilitation Medicine",1
"1248",13,"Department of Rehabilitation Medicine",2
"1249",14,"Department of Rehabilitation Medicine",1
"1250",24,"Department of Rehabilitation Medicine",8
"1251",29,"Department of Rehabilitation Medicine",3
"1252",31,"Department of Rehabilitation Medicine",1
"1253",35,"Department of Rehabilitation Medicine",1
"1254",36,"Department of Rehabilitation Medicine",5
"1255",37,"Department of Rehabilitation Medicine",12
"1256",38,"Department of Rehabilitation Medicine",3
"1257",39,"Department of Rehabilitation Medicine",2
"1258",42,"Department of Rehabilitation Medicine",1
"1259",43,"Department of Rehabilitation Medicine",6
"1260",46,"Department of Rehabilitation Medicine",2
"1261",47,"Department of Rehabilitation Medicine",8
"1262",49,"Department of Rehabilitation Medicine",6
"1263",51,"Department of Rehabilitation Medicine",3
"1264",52,"Department of Rehabilitation Medicine",2
"1265",53,"Department of Rehabilitation Medicine",6
"1266",54,"Department of Rehabilitation Medicine",3
"1267",56,"Department of Rehabilitation Medicine",4
"1268",57,"Department of Rehabilitation Medicine",1
"1269",58,"Department of Rehabilitation Medicine",1
"1270",60,"Department of Rehabilitation Medicine",6
"1271",61,"Department of Rehabilitation Medicine",2
"1272",63,"Department of Rehabilitation Medicine",1
"1273",64,"Department of Rehabilitation Medicine",2
"1274",65,"Department of Rehabilitation Medicine",1
"1275",67,"Department of Rehabilitation Medicine",5
"1276",68,"Department of Rehabilitation Medicine",8
"1277",70,"Department of Rehabilitation Medicine",1
"1278",71,"Department of Rehabilitation Medicine",1
"1279",72,"Department of Rehabilitation Medicine",3
"1280",74,"Department of Rehabilitation Medicine",1
"1281",75,"Department of Rehabilitation Medicine",1
"1282",78,"Department of Rehabilitation Medicine",2
"1283",79,"Department of Rehabilitation Medicine",4
"1284",80,"Department of Rehabilitation Medicine",4
"1285",83,"Department of Rehabilitation Medicine",3
"1286",84,"Department of Rehabilitation Medicine",4
"1287",72,"Neurology",1
"1288",80,"Neurology",1
"1289",83,"Neurology",1
"1290",62,"Orthopedic surgery",1
"1291",31,"orthopedics",1
"1292",61,"orthopedics",1
"1293",36,"Urology",1
"1294",78,"Urology",1
"1295",53,"Z14 Chest Oncology Department II",1
"1296",54,"Z14 Chest Oncology Department II",1
"1297",53,"Cardiology",1
"1298",58,"Cardiology",1
"1299",61,"Cardiology",1
"1300",72,"Cardiology",1
"1301",77,"Cardiology",1
"1302",81,"Cardiology",1
"1303",82,"Cardiology",1
"1304",65,"Comprehensive Medical Department",1
"1305",85,"Comprehensive Medical Department",1
"1306",87,"Comprehensive Medical Department",1
"1307",82,"Department of Critical Care Medicine",1
"1308",56,"Department of Infectious Diseases",1
"1309",71,"Department of Infectious Diseases",1
"1310",78,"Department of Infectious Diseases",1
"1311",80,"Department of Infectious Diseases",1
"1312",85,"Department of Infectious Diseases",1
"1313",17,"Department of Respiratory and Critical Care Medicine",1
"1314",19,"Department of Respiratory and Critical Care Medicine",1
"1315",20,"Department of Respiratory and Critical Care Medicine",1
"1316",29,"Department of Respiratory and Critical Care Medicine",2
"1317",33,"Department of Respiratory and Critical Care Medicine",1
"1318",35,"Department of Respiratory and Critical Care Medicine",5
"1319",36,"Department of Respiratory and Critical Care Medicine",1
"1320",41,"Department of Respiratory and Critical Care Medicine",1
"1321",46,"Department of Respiratory and Critical Care Medicine",1
"1322",48,"Department of Respiratory and Critical Care Medicine",1
"1323",49,"Department of Respiratory and Critical Care Medicine",2
"1324",51,"Department of Respiratory and Critical Care Medicine",1
"1325",52,"Department of Respiratory and Critical Care Medicine",2
"1326",53,"Department of Respiratory and Critical Care Medicine",2
"1327",54,"Department of Respiratory and Critical Care Medicine",4
"1328",55,"Department of Respiratory and Critical Care Medicine",1
"1329",56,"Department of Respiratory and Critical Care Medicine",3
"1330",57,"Department of Respiratory and Critical Care Medicine",4
"1331",58,"Department of Respiratory and Critical Care Medicine",2
"1332",59,"Department of Respiratory and Critical Care Medicine",6
"1333",60,"Department of Respiratory and Critical Care Medicine",5
"1334",61,"Department of Respiratory and Critical Care Medicine",19
"1335",62,"Department of Respiratory and Critical Care Medicine",8
"1336",63,"Department of Respiratory and Critical Care Medicine",8
"1337",64,"Department of Respiratory and Critical Care Medicine",7
"1338",65,"Department of Respiratory and Critical Care Medicine",8
"1339",66,"Department of Respiratory and Critical Care Medicine",11
"1340",67,"Department of Respiratory and Critical Care Medicine",10
"1341",68,"Department of Respiratory and Critical Care Medicine",12
"1342",69,"Department of Respiratory and Critical Care Medicine",20
"1343",70,"Department of Respiratory and Critical Care Medicine",16
"1344",71,"Department of Respiratory and Critical Care Medicine",19
"1345",72,"Department of Respiratory and Critical Care Medicine",15
"1346",73,"Department of Respiratory and Critical Care Medicine",13
"1347",74,"Department of Respiratory and Critical Care Medicine",19
"1348",75,"Department of Respiratory and Critical Care Medicine",11
"1349",76,"Department of Respiratory and Critical Care Medicine",25
"1350",77,"Department of Respiratory and Critical Care Medicine",24
"1351",78,"Department of Respiratory and Critical Care Medicine",38
"1352",79,"Department of Respiratory and Critical Care Medicine",25
"1353",80,"Department of Respiratory and Critical Care Medicine",8
"1354",81,"Department of Respiratory and Critical Care Medicine",5
"1355",82,"Department of Respiratory and Critical Care Medicine",13
"1356",83,"Department of Respiratory and Critical Care Medicine",6
"1357",84,"Department of Respiratory and Critical Care Medicine",8
"1358",85,"Department of Respiratory and Critical Care Medicine",5
"1359",86,"Department of Respiratory and Critical Care Medicine",5
"1360",87,"Department of Respiratory and Critical Care Medicine",7
"1361",88,"Department of Respiratory and Critical Care Medicine",5
"1362",89,"Department of Respiratory and Critical Care Medicine",11
"1363",90,"Department of Respiratory and Critical Care Medicine",2
"1364",91,"Department of Respiratory and Critical Care Medicine",1
"1365",92,"Department of Respiratory and Critical Care Medicine",4
"1366",93,"Department of Respiratory and Critical Care Medicine",1
"1367",95,"Department of Respiratory and Critical Care Medicine",1
"1368",96,"Department of Respiratory and Critical Care Medicine",1
"1369",78,"Department of Traditional Chinese Medicine",1
"1370",68,"Gastroenterology",1
"1371",74,"Hepatobiliary Surgery",1
"1372",67,"L2 tumor ICU",1
"1373",75,"Nephrology",1
"1374",66,"Neurology",1
"1375",79,"Neurology",1
"1376",51,"Z14 chest tumor ward III",1
"1377",79,"Anorectal Surgery",1
"1378",62,"Cardiology",1
"1379",66,"Cardiology",1
"1380",71,"Cardiology",1
"1381",77,"Cardiology",2
"1382",79,"Cardiology",1
"1383",81,"Cardiology",1
"1384",78,"Department of Infectious Diseases",1
"1385",93,"Department of Respiratory and Critical Care Medicine",1
"1386",17,"Department of Traditional Chinese Medicine",1
"1387",18,"Department of Traditional Chinese Medicine",1
"1388",21,"Department of Traditional Chinese Medicine",2
"1389",27,"Department of Traditional Chinese Medicine",2
"1390",28,"Department of Traditional Chinese Medicine",1
"1391",29,"Department of Traditional Chinese Medicine",1
"1392",30,"Department of Traditional Chinese Medicine",1
"1393",31,"Department of Traditional Chinese Medicine",2
"1394",32,"Department of Traditional Chinese Medicine",2
"1395",33,"Department of Traditional Chinese Medicine",3
"1396",34,"Department of Traditional Chinese Medicine",14
"1397",35,"Department of Traditional Chinese Medicine",2
"1398",36,"Department of Traditional Chinese Medicine",5
"1399",38,"Department of Traditional Chinese Medicine",2
"1400",39,"Department of Traditional Chinese Medicine",1
"1401",40,"Department of Traditional Chinese Medicine",2
"1402",41,"Department of Traditional Chinese Medicine",4
"1403",42,"Department of Traditional Chinese Medicine",10
"1404",43,"Department of Traditional Chinese Medicine",5
"1405",44,"Department of Traditional Chinese Medicine",9
"1406",45,"Department of Traditional Chinese Medicine",25
"1407",46,"Department of Traditional Chinese Medicine",29
"1408",47,"Department of Traditional Chinese Medicine",29
"1409",48,"Department of Traditional Chinese Medicine",17
"1410",49,"Department of Traditional Chinese Medicine",25
"1411",50,"Department of Traditional Chinese Medicine",26
"1412",51,"Department of Traditional Chinese Medicine",25
"1413",52,"Department of Traditional Chinese Medicine",25
"1414",53,"Department of Traditional Chinese Medicine",32
"1415",54,"Department of Traditional Chinese Medicine",41
"1416",55,"Department of Traditional Chinese Medicine",43
"1417",56,"Department of Traditional Chinese Medicine",37
"1418",57,"Department of Traditional Chinese Medicine",38
"1419",58,"Department of Traditional Chinese Medicine",40
"1420",59,"Department of Traditional Chinese Medicine",42
"1421",60,"Department of Traditional Chinese Medicine",48
"1422",61,"Department of Traditional Chinese Medicine",72
"1423",62,"Department of Traditional Chinese Medicine",60
"1424",63,"Department of Traditional Chinese Medicine",64
"1425",64,"Department of Traditional Chinese Medicine",61
"1426",65,"Department of Traditional Chinese Medicine",70
"1427",66,"Department of Traditional Chinese Medicine",44
"1428",67,"Department of Traditional Chinese Medicine",61
"1429",68,"Department of Traditional Chinese Medicine",70
"1430",69,"Department of Traditional Chinese Medicine",77
"1431",70,"Department of Traditional Chinese Medicine",61
"1432",71,"Department of Traditional Chinese Medicine",84
"1433",72,"Department of Traditional Chinese Medicine",61
"1434",73,"Department of Traditional Chinese Medicine",58
"1435",74,"Department of Traditional Chinese Medicine",40
"1436",75,"Department of Traditional Chinese Medicine",47
"1437",76,"Department of Traditional Chinese Medicine",42
"1438",77,"Department of Traditional Chinese Medicine",46
"1439",78,"Department of Traditional Chinese Medicine",49
"1440",79,"Department of Traditional Chinese Medicine",50
"1441",80,"Department of Traditional Chinese Medicine",56
"1442",81,"Department of Traditional Chinese Medicine",45
"1443",82,"Department of Traditional Chinese Medicine",45
"1444",83,"Department of Traditional Chinese Medicine",43
"1445",84,"Department of Traditional Chinese Medicine",31
"1446",85,"Department of Traditional Chinese Medicine",25
"1447",86,"Department of Traditional Chinese Medicine",53
"1448",87,"Department of Traditional Chinese Medicine",39
"1449",88,"Department of Traditional Chinese Medicine",24
"1450",89,"Department of Traditional Chinese Medicine",33
"1451",90,"Department of Traditional Chinese Medicine",17
"1452",91,"Department of Traditional Chinese Medicine",4
"1453",92,"Department of Traditional Chinese Medicine",12
"1454",93,"Department of Traditional Chinese Medicine",1
"1455",94,"Department of Traditional Chinese Medicine",10
"1456",95,"Department of Traditional Chinese Medicine",6
"1457",96,"Department of Traditional Chinese Medicine",3
"1458",97,"Department of Traditional Chinese Medicine",2
"1459",67,"Digestive Oncology Surgery",1
"1460",81,"Endocrinology Department",1
"1461",50,"Gastroenterology Surgery",1
"1462",70,"Haematology",1
"1463",71,"Hand surgery",1
"1464",29,"Hepatobiliary Surgery",1
"1465",71,"L3 Breast Oncology DepartmentⅠ",1
"1466",51,"M2 Gynecological Oncology DepartmentⅠ",1
"1467",69,"M2 Gynecological Oncology DepartmentⅠ",1
"1468",61,"M2 Gynecological Tumor Ward Ⅰ",1
"1469",69,"M3 Urinary and Gynecological Tumor Disease II",1
"1470",58,"M3 Urology, Gynecology and Oncology Department II",1
"1471",72,"Nephropathy Department",1
"1472",79,"Neurology",1
"1473",67,"Neurosurgery",1
"1474",60,"orthopedics",1
"1475",81,"orthopedics",1
"1476",78,"Respiratory Medicine",1
"1477",55,"Z10 Abdominal Oncology Department II",1
"1478",60,"Z10 Digestive Oncology Department Ⅱ",1
"1479",75,"Z10 Digestive Oncology Department Ⅱ",1
"1480",79,"Z10 Digestive Oncology Department Ⅱ",1
"1481",60,"Z14 Chest Oncology Department II",1
"1482",68,"Z14 Chest Oncology Department II",1
"1483",70,"Z14 Chest Oncology Department II",1
"1484",47,"Z15 chest tumor ward IV",1
"1485",71,"Z15 chest tumor ward IV",1
"1486",57,"Z15 chest tumorⅣ",1
"1487",63,"Z7 Head and Neck Oncology DepartmentⅠ",2
"1488",69,"Z7 Head and Neck Oncology DepartmentⅠ",1
"1489",43,"Z9 Abdominal Oncology Department",1
"1490",58,"Z9 Abdominal Oncology Department",1
"1491",70,"Z9 Abdominal Oncology Department",1
"1492",72,"Z9 Abdominal Oncology Department",1
"1493",30,"Z9 digestive tumor ward I",1
"1494",54,"Z9 digestive tumor ward I",1
"1495",62,"Z9 digestive tumor ward I",1
"1496",77,"Z9 digestive tumor ward I",1
"1497",64,"Cardiac Large Vascular Surgery",1
"1498",54,"Cardiology",1
"1499",60,"Cardiology",1
"1500",74,"Cardiology",1
"1501",79,"Cardiology",1
"1502",1,"dermatology",1
"1503",2,"dermatology",2
"1504",11,"dermatology",1
"1505",17,"dermatology",1
"1506",20,"dermatology",1
"1507",21,"dermatology",1
"1508",24,"dermatology",1
"1509",25,"dermatology",1
"1510",26,"dermatology",1
"1511",27,"dermatology",1
"1512",31,"dermatology",2
"1513",34,"dermatology",1
"1514",36,"dermatology",4
"1515",37,"dermatology",1
"1516",39,"dermatology",1
"1517",41,"dermatology",1
"1518",45,"dermatology",1
"1519",46,"dermatology",3
"1520",47,"dermatology",3
"1521",48,"dermatology",1
"1522",49,"dermatology",2
"1523",50,"dermatology",2
"1524",51,"dermatology",2
"1525",52,"dermatology",4
"1526",53,"dermatology",9
"1527",54,"dermatology",5
"1528",55,"dermatology",6
"1529",56,"dermatology",4
"1530",57,"dermatology",8
"1531",58,"dermatology",5
"1532",59,"dermatology",8
"1533",60,"dermatology",9
"1534",61,"dermatology",7
"1535",62,"dermatology",9
"1536",63,"dermatology",5
"1537",64,"dermatology",10
"1538",65,"dermatology",14
"1539",66,"dermatology",11
"1540",67,"dermatology",12
"1541",68,"dermatology",5
"1542",69,"dermatology",14
"1543",70,"dermatology",14
"1544",71,"dermatology",9
"1545",72,"dermatology",9
"1546",73,"dermatology",12
"1547",74,"dermatology",10
"1548",75,"dermatology",10
"1549",76,"dermatology",10
"1550",77,"dermatology",10
"1551",78,"dermatology",9
"1552",79,"dermatology",5
"1553",80,"dermatology",8
"1554",81,"dermatology",6
"1555",82,"dermatology",4
"1556",83,"dermatology",7
"1557",84,"dermatology",4
"1558",85,"dermatology",5
"1559",86,"dermatology",4
"1560",87,"dermatology",3
"1561",88,"dermatology",1
"1562",89,"dermatology",1
"1563",90,"dermatology",3
"1564",92,"dermatology",2
"1565",74,"Gastroenterology",1
"1566",82,"Gastroenterology",1
"1567",42,"Z9 Abdominal Oncology Department",1
"1568",82,"Anorectal Surgery",1
"1569",58,"Cardiology",1
"1570",47,"Department of Traditional Chinese Medicine",1
"1571",61,"Department of Traditional Chinese Medicine",1
"1572",64,"Department of Traditional Chinese Medicine",1
"1573",66,"Department of Traditional Chinese Medicine",2
"1574",26,"Digestive Oncology Surgery",1
"1575",28,"Digestive Oncology Surgery",3
"1576",34,"Digestive Oncology Surgery",3
"1577",35,"Digestive Oncology Surgery",2
"1578",36,"Digestive Oncology Surgery",4
"1579",38,"Digestive Oncology Surgery",2
"1580",39,"Digestive Oncology Surgery",1
"1581",42,"Digestive Oncology Surgery",3
"1582",44,"Digestive Oncology Surgery",9
"1583",45,"Digestive Oncology Surgery",3
"1584",46,"Digestive Oncology Surgery",2
"1585",47,"Digestive Oncology Surgery",6
"1586",48,"Digestive Oncology Surgery",1
"1587",49,"Digestive Oncology Surgery",16
"1588",50,"Digestive Oncology Surgery",5
"1589",51,"Digestive Oncology Surgery",9
"1590",52,"Digestive Oncology Surgery",9
"1591",53,"Digestive Oncology Surgery",14
"1592",54,"Digestive Oncology Surgery",18
"1593",55,"Digestive Oncology Surgery",16
"1594",56,"Digestive Oncology Surgery",5
"1595",57,"Digestive Oncology Surgery",1
"1596",58,"Digestive Oncology Surgery",4
"1597",59,"Digestive Oncology Surgery",3
"1598",60,"Digestive Oncology Surgery",4
"1599",61,"Digestive Oncology Surgery",3
"1600",62,"Digestive Oncology Surgery",5
"1601",63,"Digestive Oncology Surgery",4
"1602",64,"Digestive Oncology Surgery",11
"1603",65,"Digestive Oncology Surgery",15
"1604",66,"Digestive Oncology Surgery",6
"1605",67,"Digestive Oncology Surgery",4
"1606",68,"Digestive Oncology Surgery",2
"1607",69,"Digestive Oncology Surgery",6
"1608",71,"Digestive Oncology Surgery",8
"1609",72,"Digestive Oncology Surgery",1
"1610",73,"Digestive Oncology Surgery",1
"1611",74,"Digestive Oncology Surgery",3
"1612",75,"Digestive Oncology Surgery",2
"1613",77,"Digestive Oncology Surgery",9
"1614",78,"Digestive Oncology Surgery",2
"1615",79,"Digestive Oncology Surgery",1
"1616",82,"Digestive Oncology Surgery",1
"1617",86,"Digestive Oncology Surgery",1
"1618",92,"Digestive Oncology Surgery",2
"1619",48,"Gastroenterology",1
"1620",55,"Gastroenterology",1
"1621",63,"Gastroenterology",1
"1622",66,"Gastroenterology",1
"1623",72,"Gastroenterology",1
"1624",73,"Gastroenterology",1
"1625",74,"Gastroenterology",1
"1626",75,"Gastroenterology",1
"1627",76,"Gastroenterology",1
"1628",85,"Gastroenterology",1
"1629",77,"Gynecology",1
"1630",57,"L5 osteosoft tissue oncology department",1
"1631",80,"Lymphoma ward",1
"1632",39,"M2 Gynecological Oncology DepartmentⅠ",1
"1633",50,"M2 Gynecological Oncology DepartmentⅠ",1
"1634",44,"M3 Urology, Gynecology and Oncology Department II",1
"1635",62,"M3 Urology, Gynecology and Oncology Department II",1
"1636",30,"Z10 Abdominal Oncology Department II",1
"1637",62,"Z10 Abdominal Oncology Department II",1
"1638",31,"Z10 Digestive Oncology Department Ⅱ",1
"1639",87,"Z10 Digestive Oncology Department Ⅱ",1
"1640",47,"Z11 Digestive Oncology Department I",1
"1641",60,"Z11 Digestive Oncology Department I",1
"1642",61,"Z11 Digestive Oncology Department I",1
"1643",64,"Z11 digestive tumor ward III",1
"1644",53,"Z16 Comprehensive Ward",1
"1645",38,"Z9 Abdominal Oncology Department",1
"1646",41,"Z9 Abdominal Oncology Department",1
"1647",49,"Z9 Abdominal Oncology Department",1
"1648",54,"Z9 Abdominal Oncology Department",1
"1649",60,"Z9 Abdominal Oncology Department",1
"1650",43,"division",2
"1651",47,"division",1
"1652",48,"division",1
"1653",49,"division",1
"1654",51,"division",1
"1655",52,"division",1
"1656",53,"division",1
"1657",64,"division",1
"1658",66,"division",3
"1659",67,"division",1
"1660",70,"division",1
"1661",71,"division",2
"1662",75,"division",1
"1663",76,"division",1
"1664",78,"division",1
"1665",43,"Interventional radiation",2
"1666",47,"Interventional radiation",1
"1667",48,"Interventional radiation",1
"1668",49,"Interventional radiation",1
"1669",51,"Interventional radiation",1
"1670",52,"Interventional radiation",1
"1671",53,"Interventional radiation",1
"1672",64,"Interventional radiation",1
"1673",66,"Interventional radiation",3
"1674",67,"Interventional radiation",1
"1675",70,"Interventional radiation",1
"1676",71,"Interventional radiation",2
"1677",75,"Interventional radiation",1
"1678",76,"Interventional radiation",1
"1679",78,"Interventional radiation",1
"1680",85,"Emergency Internal Medicine",1
"1681",27,"Emergency Surgery",1
"1682",28,"Emergency Surgery",2
"1683",29,"Emergency Surgery",1
"1684",31,"Emergency Surgery",2
"1685",34,"Emergency Surgery",3
"1686",35,"Emergency Surgery",1
"1687",37,"Emergency Surgery",2
"1688",38,"Emergency Surgery",1
"1689",40,"Emergency Surgery",2
"1690",41,"Emergency Surgery",2
"1691",43,"Emergency Surgery",2
"1692",46,"Emergency Surgery",1
"1693",47,"Emergency Surgery",2
"1694",48,"Emergency Surgery",6
"1695",49,"Emergency Surgery",4
"1696",50,"Emergency Surgery",2
"1697",51,"Emergency Surgery",1
"1698",52,"Emergency Surgery",3
"1699",54,"Emergency Surgery",3
"1700",55,"Emergency Surgery",4
"1701",56,"Emergency Surgery",4
"1702",57,"Emergency Surgery",5
"1703",58,"Emergency Surgery",5
"1704",59,"Emergency Surgery",4
"1705",60,"Emergency Surgery",6
"1706",61,"Emergency Surgery",4
"1707",62,"Emergency Surgery",10
"1708",63,"Emergency Surgery",11
"1709",64,"Emergency Surgery",11
"1710",65,"Emergency Surgery",6
"1711",66,"Emergency Surgery",6
"1712",67,"Emergency Surgery",6
"1713",68,"Emergency Surgery",8
"1714",69,"Emergency Surgery",12
"1715",70,"Emergency Surgery",8
"1716",71,"Emergency Surgery",8
"1717",72,"Emergency Surgery",8
"1718",73,"Emergency Surgery",6
"1719",74,"Emergency Surgery",7
"1720",75,"Emergency Surgery",8
"1721",76,"Emergency Surgery",7
"1722",77,"Emergency Surgery",10
"1723",78,"Emergency Surgery",11
"1724",79,"Emergency Surgery",6
"1725",80,"Emergency Surgery",13
"1726",81,"Emergency Surgery",13
"1727",82,"Emergency Surgery",6
"1728",83,"Emergency Surgery",3
"1729",84,"Emergency Surgery",3
"1730",85,"Emergency Surgery",6
"1731",86,"Emergency Surgery",2
"1732",88,"Emergency Surgery",3
"1733",89,"Emergency Surgery",1
"1734",93,"Emergency Surgery",1
"1735",36,"Cardiology",1
"1736",55,"Cardiology",1
"1737",59,"Cardiology",1
"1738",60,"Cardiology",1
"1739",62,"Cardiology",1
"1740",63,"Cardiology",1
"1741",64,"Cardiology",2
"1742",84,"Cardiology",1
"1743",68,"Comprehensive Medical Department",1
"1744",87,"Department of Infectious Diseases",1
"1745",19,"Endocrinology Department",1
"1746",20,"Endocrinology Department",1
"1747",21,"Endocrinology Department",1
"1748",22,"Endocrinology Department",1
"1749",24,"Endocrinology Department",3
"1750",25,"Endocrinology Department",1
"1751",26,"Endocrinology Department",4
"1752",27,"Endocrinology Department",3
"1753",28,"Endocrinology Department",5
"1754",29,"Endocrinology Department",7
"1755",30,"Endocrinology Department",4
"1756",31,"Endocrinology Department",5
"1757",32,"Endocrinology Department",4
"1758",33,"Endocrinology Department",2
"1759",34,"Endocrinology Department",5
"1760",35,"Endocrinology Department",2
"1761",38,"Endocrinology Department",5
"1762",39,"Endocrinology Department",5
"1763",40,"Endocrinology Department",5
"1764",41,"Endocrinology Department",3
"1765",42,"Endocrinology Department",7
"1766",43,"Endocrinology Department",6
"1767",44,"Endocrinology Department",7
"1768",45,"Endocrinology Department",9
"1769",46,"Endocrinology Department",8
"1770",47,"Endocrinology Department",14
"1771",48,"Endocrinology Department",9
"1772",49,"Endocrinology Department",10
"1773",50,"Endocrinology Department",24
"1774",51,"Endocrinology Department",31
"1775",52,"Endocrinology Department",29
"1776",53,"Endocrinology Department",35
"1777",54,"Endocrinology Department",25
"1778",55,"Endocrinology Department",44
"1779",56,"Endocrinology Department",28
"1780",57,"Endocrinology Department",37
"1781",58,"Endocrinology Department",29
"1782",59,"Endocrinology Department",53
"1783",60,"Endocrinology Department",41
"1784",61,"Endocrinology Department",46
"1785",62,"Endocrinology Department",32
"1786",63,"Endocrinology Department",44
"1787",64,"Endocrinology Department",44
"1788",65,"Endocrinology Department",51
"1789",66,"Endocrinology Department",44
"1790",67,"Endocrinology Department",42
"1791",68,"Endocrinology Department",48
"1792",69,"Endocrinology Department",31
"1793",70,"Endocrinology Department",46
"1794",71,"Endocrinology Department",36
"1795",72,"Endocrinology Department",29
"1796",73,"Endocrinology Department",28
"1797",74,"Endocrinology Department",35
"1798",75,"Endocrinology Department",23
"1799",76,"Endocrinology Department",28
"1800",77,"Endocrinology Department",21
"1801",78,"Endocrinology Department",16
"1802",79,"Endocrinology Department",10
"1803",80,"Endocrinology Department",17
"1804",81,"Endocrinology Department",9
"1805",82,"Endocrinology Department",15
"1806",83,"Endocrinology Department",9
"1807",84,"Endocrinology Department",7
"1808",85,"Endocrinology Department",8
"1809",86,"Endocrinology Department",5
"1810",87,"Endocrinology Department",6
"1811",88,"Endocrinology Department",1
"1812",89,"Endocrinology Department",4
"1813",90,"Endocrinology Department",1
"1814",91,"Endocrinology Department",1
"1815",93,"Endocrinology Department",1
"1816",79,"Gastroenterology",1
"1817",57,"Interventional Radiology",1
"1818",61,"Nephropathy Department",1
"1819",28,"Neurology",1
"1820",54,"Neurology",1
"1821",51,"Neurosurgery",1
"1822",51,"Cardiology",1
"1823",57,"Cardiology",1
"1824",59,"Cardiology",1
"1825",61,"Cardiology",1
"1826",70,"Cardiology",1
"1827",79,"Cardiology",1
"1828",80,"Cardiology",1
"1829",81,"Cardiology",2
"1830",68,"Comprehensive internal medicine",2
"1831",83,"Comprehensive internal medicine",2
"1832",59,"Comprehensive Medical Department",1
"1833",78,"Comprehensive Medical Department",1
"1834",62,"Department of Critical Care Medicine",1
"1835",79,"Department of Infectious Diseases",1
"1836",84,"Department of Infectious Diseases",1
"1837",42,"Department of Traditional Chinese Medicine",1
"1838",49,"Emergency Surgery",1
"1839",51,"Emergency Surgery",1
"1840",62,"Emergency Surgery",1
"1841",80,"Emergency Surgery",1
"1842",85,"Emergency Surgery",1
"1843",49,"Endocrinology Department",1
"1844",15,"Gastroenterology",7
"1845",16,"Gastroenterology",2
"1846",17,"Gastroenterology",8
"1847",18,"Gastroenterology",15
"1848",19,"Gastroenterology",37
"1849",20,"Gastroenterology",29
"1850",21,"Gastroenterology",11
"1851",22,"Gastroenterology",17
"1852",23,"Gastroenterology",9
"1853",24,"Gastroenterology",14
"1854",25,"Gastroenterology",7
"1855",26,"Gastroenterology",4
"1856",27,"Gastroenterology",7
"1857",28,"Gastroenterology",5
"1858",29,"Gastroenterology",9
"1859",30,"Gastroenterology",10
"1860",31,"Gastroenterology",12
"1861",32,"Gastroenterology",9
"1862",33,"Gastroenterology",7
"1863",34,"Gastroenterology",8
"1864",35,"Gastroenterology",1
"1865",36,"Gastroenterology",8
"1866",37,"Gastroenterology",37
"1867",38,"Gastroenterology",19
"1868",39,"Gastroenterology",6
"1869",40,"Gastroenterology",14
"1870",41,"Gastroenterology",8
"1871",42,"Gastroenterology",9
"1872",43,"Gastroenterology",17
"1873",44,"Gastroenterology",17
"1874",45,"Gastroenterology",14
"1875",46,"Gastroenterology",18
"1876",47,"Gastroenterology",22
"1877",48,"Gastroenterology",16
"1878",49,"Gastroenterology",17
"1879",50,"Gastroenterology",20
"1880",51,"Gastroenterology",32
"1881",52,"Gastroenterology",23
"1882",53,"Gastroenterology",31
"1883",54,"Gastroenterology",47
"1884",55,"Gastroenterology",40
"1885",56,"Gastroenterology",36
"1886",57,"Gastroenterology",50
"1887",58,"Gastroenterology",42
